Algorithm,SumRate,SumRate_CI,UserQoSFraction,UserQoSFraction_CI,AllUsersQoSProb,AllUsersQoSProb_CI,MaxExpViolation,MaxExpViolation_CI,MeanExpViolation,MinUserRate,RateCommon,P_c/Pmax,N_train_seeds
MADDPG,5.320344248753794,0.007007339145329168,0.9993625,0.00028245064261460986,0.99745,0.0011298025704583475,-0.23946200101889328,0.2568228522852021,0.0,0.5377638043760857,3.7314627264763103,0.9317087942838669,8
TD3,5.320845838888175,0.010063618389686247,0.9993125,0.00041312016625115797,0.9973000000000001,0.0015965314076817547,-0.2815254402600745,0.15317651248776892,0.0,0.4911029614900426,3.7316978884527066,0.9314995704293251,8
