Comparison,Metric,diff_mean,diff_CI95,p_paired_t,p_permutation,cohens_d_paired,n_seeds,p_holm,significant_5pct_holm
MADDPG vs TD3,sum_rate,-0.0005015901343806695,0.007600036456448921,0.8803692011867896,0.9453125,-0.055184798603944124,8,0.8803692011867896,False
