Comparison,Metric,diff_mean,diff_CI95,p_paired_t,p_permutation,cohens_d_paired,n_seeds,p_holm,significant_5pct_holm
MADDPG vs TD3,sum_rate,0.12499454960553869,0.15983248982573775,0.10684356896119486,0.125,0.6539012427336697,8,0.10684356896119486,False
