Algorithm,SumRate,SumRate_CI,UserQoSFraction,UserQoSFraction_CI,AllUsersQoSProb,AllUsersQoSProb_CI,MaxExpViolation,MaxExpViolation_CI,MeanExpViolation,MinUserRate,RateCommon,P_c/Pmax,N_train_seeds
MADDPG,4.194079797653073,0.09236416093426837,0.5921125,0.02792837407395248,0.1508,0.04983620762343093,-0.03416939552471042,0.02442527673170182,3.229230137873941e-05,0.1493518554988435,1.072150432318888,0.6180041500438005,8
TD3,4.069085248047534,0.1125199034162309,0.6876,0.07742204683773635,0.28625,0.11890739108286721,-0.16883986486251346,0.06434573153975631,0.0,0.21584628135581901,1.3080722641883284,0.6719565065097995,8
