Comparison,Metric,diff_mean,diff_CI95,p_paired_t,p_permutation,cohens_d_paired,n_seeds,p_holm,significant_5pct_holm
MADDPG vs TD3,sum_rate,0.01450648380291808,0.03238133491041019,0.3245583707928732,0.34375,0.37458774126282596,8,0.3245583707928732,False
