Algorithm,SumRate,SumRate_CI,UserQoSFraction,UserQoSFraction_CI,AllUsersQoSProb,AllUsersQoSProb_CI,MaxExpViolation,MaxExpViolation_CI,MeanExpViolation,MinUserRate,RateCommon,P_c/Pmax,N_train_seeds
MADDPG,5.2238328871600945,0.012336142233245572,0.9977125000000001,0.003203193196747862,0.99085,0.012812772786991587,-0.32173510352333323,0.3303442737029158,0.0,0.6169308983010047,3.659455260082244,0.9316937098234892,8
TD3,5.209326403357177,0.024350861279700816,0.9976125,0.001812428218868018,0.9920499999999999,0.005370573784688718,-0.5212701927605331,0.190319811891369,0.0,0.5192666216205511,3.6416697850345727,0.9304316251352429,8
