Algorithm,SumRate,SumRate_CI,UserQoSFraction,UserQoSFraction_CI,AllUsersQoSProb,AllUsersQoSProb_CI,MaxExpViolation,MaxExpViolation_CI,MeanExpViolation,MinUserRate,RateCommon,P_c/Pmax,N_train_seeds
MADDPG,4.990053837556174,0.019734324185837447,0.982375,0.024779865199958725,0.92965,0.09900019258165797,-0.1452775102699595,0.048183925599460234,0.0,0.4158665175931682,3.4759298655931574,0.9309145075291396,8
TD3,4.978478107804347,0.03978067409915415,0.9839875,0.012716956573605937,0.9408,0.04728817352150533,-0.3501156854073443,0.08811016062574374,0.0,0.47282722063249705,3.457338849841938,0.9293897998169064,8
