Comparison,Metric,diff_mean,diff_CI95,p_paired_t,p_permutation,cohens_d_paired,n_seeds,p_holm,significant_5pct_holm
MADDPG vs TD3,sum_rate,0.011575729751826969,0.04400360222982587,0.5535629760071159,0.5703125,0.21996131151955742,8,0.5535629760071159,False
