evaluation_seed,episode_idx,scenario_id,config_sha,solver_config_sha,sum_rate,user_qos_fraction,all_users_qos,min_user_rate,mean_qos_deficit,max_constraint_violation,objective,solve_time_ms,converged,n_evals,wall_time_ms,blocks
70001,0,test_seed70001_ep000,da062413d104a4facdbc33dde5fe2740484aa4a6a77443181724b74306f6dc2b,7a464ac17da281d899e35e1b13833160cd6a0d27b7bdee72db1b78c4db47d81f,10.039230471141114,0.25,0.0,0.13146062361717056,0.1263715247111339,0.16853937638282943,9.510361568324123,19336.621933332935,False,506779,58009.865799998806,3
70002,0,test_seed70002_ep000,da062413d104a4facdbc33dde5fe2740484aa4a6a77443181724b74306f6dc2b,7a464ac17da281d899e35e1b13833160cd6a0d27b7bdee72db1b78c4db47d81f,12.34101776363858,0.25,0.0,0.16363128618776457,0.10227644166285976,0.13636871381223545,12.016491916948679,21548.54436666695,False,558926,64645.63310000085,3
70003,0,test_seed70003_ep000,da062413d104a4facdbc33dde5fe2740484aa4a6a77443181724b74306f6dc2b,7a464ac17da281d899e35e1b13833160cd6a0d27b7bdee72db1b78c4db47d81f,11.850222638080377,0.25,0.0,3.436401141137053e-07,0.22499917585385484,0.2999996563598859,11.399812933437262,21386.130066667345,False,558663,64158.39020000203,3
70004,0,test_seed70004_ep000,da062413d104a4facdbc33dde5fe2740484aa4a6a77443181724b74306f6dc2b,7a464ac17da281d899e35e1b13833160cd6a0d27b7bdee72db1b78c4db47d81f,13.481160031212445,0.25,0.0,0.22011093608624258,0.05991253259301312,0.07988906391375741,13.267016537614344,21488.07923333273,False,560525,64464.23769999819,3
70005,0,test_seed70005_ep000,da062413d104a4facdbc33dde5fe2740484aa4a6a77443181724b74306f6dc2b,7a464ac17da281d899e35e1b13833160cd6a0d27b7bdee72db1b78c4db47d81f,11.3538202445719,0.25,0.0,7.129208845037983e-07,0.22499903219953632,0.2999992870791155,10.863887595482646,21347.761666665367,False,558834,64043.2849999961,3
