Algorithm,SumRate,SumRate_CI,UserQoSFraction,UserQoSFraction_CI,AllUsersQoSProb,AllUsersQoSProb_CI,MaxExpViolation,MaxExpViolation_CI,MeanExpViolation,MinUserRate,RateCommon,P_c/Pmax,N_train_seeds
MADDPG,4.53843362745259,0.18831023507060246,0.8040625000000001,0.13147258547744636,0.5408,0.27109072707701176,-0.12671648013323733,0.08713982529702424,0.0,0.2912793111897638,2.1011249997129875,0.7688716053754092,8
TD3,4.414800138798412,0.0646370386093604,0.781425,0.045763726676085775,0.4008,0.08294452721634415,-0.3206109879622854,0.18380553027288832,0.0,0.27641802459822407,2.2211513932094613,0.8055053951993585,8
